76200,69285,28154
80994,76238,75528
87714,42939,90758
39904,26096,27477
92252,13780,79180
80691,81731,74779
76338,31195,64368
10685,85105,85267
19515,35544,93666
49722,41167,35731
56256,45060,38179
23696,77355,99371
10123,5087,37261
81998,9750,4841
7606,32053,79549
15484,84464,11322
3720,18604,87971
3849,51566,31997
70145,49559,40376
70848,11738,29766
9377,3392,19283
75369,48586,78424
95519,90267,51998
3784,10647,33120
81341,38277,54316
79554,10081,2609
75309,57495,25681
22564,88840,62951
67557,46212,42519
88905,67525,59330
18140,41391,95616
93872,15447,44102
36520,44321,18371
4597,77837,88656
7416,4165,61136
43681,22036,91449
68335,59215,33030
82895,10111,89567
91073,65946,78353
42507,27982,42674
82702,41114,1914
60186,31003,89374
66363,31933,37321
81726,70917,32084
58687,65025,54942
28689,15724,50340
4600,34749,43273
84668,10110,87934
28330,59060,80609
96978,15129,30926
65158,7203,15060
32515,52639,69827
33958,84095,12992
44232,85729,15290
25279,2935,71651
58943,62590,43437
74143,32959,63287
76105,5419,82434
76257,53754,10868
59545,83820,26574
8050,65648,59123
49426,31090,39600
29884,80444,91401
20099,92357,97444
85992,36687,38597
18009,19063,43787
37215,50601,18784
31666,98808,76940
54654,55521,88296
83485,99796,73989
39205,24820,53309
87399,21309,30266
89015,97122,233
13000,35645,54822
63105,27738,8924
45222,21013,57515
5874,10987,9978
14843,65754,22396
15866,79572,88715
58550,33884,90777
53021,68126,24159
78069,63359,35000
45738,87791,7629
82864,91888,99678
66992,10225,29881
71912,65920,76322
83734,18224,25241
34897,24500,45085
84694,87673,30302
34376,42392,56482
99049,85593,50515
31641,86830,59158
50351,76058,71593
30138,99575,57354
16860,50303,72039
53574,16539,70577
9927,67919,17176
29192,2313,81807
36341,11070,8042
37782,68823,17944
47432,39974,9574
7269,52518,82252
33046,1143,92771
6806,82106,88200
19111,78986,10718
34752,87678,59882
38179,43594,13359
14732,49172,96000
46224,13099,73802
44675,79755,32323
11298,92272,63142
47376,96187,54836
59685,82685,18321
24541,35297,71064
89777,78084,74287
44528,39938,31406
60806,5972,22012
87784,72975,60425
33281,23519,60291
32534,10066,76006
93491,52168,25633
54957,27705,43377
33599,64619,25181
20530,94939,68104
71828,48362,57926
23325,53611,5010
26821,91600,53736
46185,27052,46904
91707,77670,17154
67170,60412,27690
96650,54246,70227
71803,45235,30411
80186,4283,3351
85085,68736,995
64127,73096,61753
61188,8566,86877
17146,7023,41981
70098,45308,19741
12637,3883,87434
86092,40989,62723
51668,55534,8209
3277,25344,82057
39043,52088,3252
59941,30508,98969
42658,2549,83284
71087,29393,51387
66608,62860,2069
9385,14427,71578
77711,39723,5780
45327,78718,58108
16066,84596,13129
22140,48642,62055
75160,13227,24140
85734,36585,42300
44168,42663,99782
45457,78310,25266
96659,75694,90401
78081,92680,25218
9209,63137,98999
13717,17343,48293
97493,62652,33347
82675,40859,6542
68549,59774,32919
8592,70944,43647
11010,90615,11806
72865,13392,23200
11002,75268,98919
70409,38583,53312
4870,39405,22652
2809,51316,46076
57047,39324,78701
96800,52173,47650
99134,78730,44000
75767,44228,98317
50984,39949,53315
63292,97438,30504
99077,46792,51526
35518,34054,35216
23275,74340,35029
51437,45161,34097
54821,71847,97303
75746,76883,55277
19023,54864,29853
61788,66640,34198
11953,23751,77234
36882,11784,6369
93628,51920,88564
51986,5979,97089
94725,86137,99596
22782,23426,93656
41613,96528,37321
72312,35873,99245
59729,87856,66359
36681,70153,88173
95120,83498,60561
62106,87053,32116
52420,28645,77306
77315,5476,19370
49014,83076,33849
27636,41515,16660
82025,74886,99313
2216,59598,22196
7361,11691,28575
94651,41550,33368
28236,130,17860
10588,89925,1540
17678,37070,75888
33443,39422,6474
93063,57348,11556
7485,13260,93846
54014,10751,36764
99452,93546,28438
86450,18493,93530
23242,15851,9300
15866,72490,67386
44249,77125,39845
68574,16619,24309
96254,5149,57020
38434,51737,43885
98025,73585,87638
85594,8964,71596
6693,34281,11597
20689,76241,53427
40948,82453,22705
9492,20033,23560
26828,48205,10173
4459,66857,16397
94178,90770,97620
93796,63609,27613
38257,81433,55970
12012,60098,59368
16753,93117,22865
63100,15278,48914
45048,79275,94175
26480,20171,54291
78639,81025,803
79035,63429,17411
76923,26804,59568
82748,23936,5106
47110,6182,1503
43725,99875,53612
50101,97253,29217
2939,74026,39265
19367,36467,73284
74078,81412,49041
11906,80214,47322
36025,95421,24596
22412,27617,98332
78337,53296,93604
95167,11779,89417
44285,32046,18835
87105,83057,44510
97569,44393,28413
10723,6427,58230
67520,95025,93110
59921,50285,17512
7664,33435,97006
1740,22820,29507
10199,40403,85738
8049,32773,51884
66392,25390,31780
17598,82387,11136
56014,18284,8967
83297,83703,68464
388,37704,55605
62657,86385,28027
61529,39358,79691
62128,92491,72832
59892,66349,84489
66285,40460,76122
6731,29672,92553
64457,860,32324
87002,11886,67321
64458,28320,96005
49923,76658,28092
56460,64626,85546
93908,93796,98549
94269,71175,36863
10547,24292,53496
63229,56090,50540
90646,57223,42548
74570,46752,18873
72507,23420,53689
98935,24250,77647
31824,86873,41603
77316,11080,52763
97447,34732,36641
75361,63696,67488
24939,37837,68324
13228,94254,52630
70257,71467,10551
76677,4020,49517
925,88603,76768
44946,15199,37642
74837,41059,89286
8906,9494,3525
43382,26615,2062
63636,53153,82875
46835,38893,64831
8283,61693,45794
95380,16919,26612
88215,9416,64016
50367,81814,95712
52862,96864,88941
61328,48136,41301
67021,11635,77255
29692,67679,13879
87292,45336,94779
31994,32120,75120
31492,35755,78673
44939,63225,533
80166,5182,52647
29804,81963,87527
1606,14433,18277
87125,63791,36176
67219,8533,41033
81613,51869,29093
9484,43105,76276
4337,22525,89753
39745,61590,32176
20648,78803,90543
56393,99864,94111
53770,5971,85379
55806,62015,21377
27737,73707,14754
69868,37348,23146
17666,19323,17696
39275,97175,53723
84509,15570,25229
81822,44839,50150
2602,34742,84422
87772,79045,58871
4290,68271,86651
10144,88149,53158
47360,6459,58995
1695,75412,22432
67128,73294,14721
29926,21192,63506
34111,27788,40172
31406,99757,32987
36941,44010,74075
55176,94852,71850
68977,68524,27938
94179,44600,64037
15151,64116,73132
86562,20361,96557
32649,71799,85585
54736,4340,27281
56563,56168,85205
88977,40965,3350
9309,12478,42215
78440,76591,69205
70418,60240,96881
47607,28821,13782
66237,54363,64592
31804,46534,58313
69553,39126,31143
70784,15652,97689
58582,50332,14935
15645,11663,11564
41178,88785,86540
99697,34160,8798
79289,22119,5097
8730,57402,51383
57704,81959,20719
91377,51453,83305
16577,28816,37340
78114,33777,39388
50134,51861,30812
34160,10819,85447
47683,83616,77587
72800,44601,49811
40199,42129,12617
60846,20118,1228
13456,35250,65172
73195,51738,79334
92534,10999,30839
50220,75716,68143
32547,76775,10701
75691,24658,25116
62036,1705,93885
63602,42984,93455
23921,42573,43967
72257,59893,38310
92659,39200,86484
90396,16905,82387
82871,71719,30957
54261,34789,95316
76796,14387,83290
70500,8799,38470
68049,49480,2842
59787,97060,46743
24153,92446,6583
97178,83298,46505
97707,40038,11506
68989,76780,57958
67157,69791,34235
61240,50118,31590
63703,24138,12404
73879,14245,53003
58543,85365,42337
85634,80251,50082
66246,91141,54302
41159,48270,3122
93921,14068,35140
83045,9655,97031
63893,71700,40436
120,487,54588
27103,73088,77151
91580,44361,63445
58442,55376,91550
15325,16485,89743
83577,12900,75139
53674,29953,92110
77797,17078,48850
6015,1818,36977
23879,42955,37115
79208,71383,25764
40142,81958,75546
3364,86059,46038
55492,24280,59919
8392,23723,21876
36344,24962,57160
62525,833,85648
42274,5785,14210
75791,43484,96941
34795,17522,31240
80578,6039,91603
52867,64170,26226
91344,27945,24803
22357,69055,51318
93172,3767,40792
23991,46818,19006
44152,46308,30412
48873,38227,72876
2856,51470,74993
76409,98260,14258
2089,12557,16794
41202,11764,42266
19350,8254,77591
7427,51240,1200
5996,82460,30358
19996,24855,35009
96798,2228,76112
26438,77512,14662
27611,4055,91804
60720,64317,75904
33126,98065,17747
92822,58342,94803
91068,75964,97532
35533,96218,38973
42021,25769,37720
37749,54023,11248
19216,95800,72786
98943,65333,65419
25749,31168,10002
93488,21925,60118
8247,22148,43011
5115,51438,8586
16481,51504,64653
42049,66959,91801
12005,50093,86456
84648,43290,58031
31445,54316,58958
16358,62436,6848
15259,69124,58631
52979,16316,63392
11718,2259,63068
15125,75911,97527
32448,52267,99538
59292,15182,61206
11813,91186,32345
10950,88655,91785
3679,20681,76773
25503,42972,54200
45332,23061,85065
60174,41008,26682
96671,54118,2683
29166,19843,38248
6202,11681,37145
43449,43365,90444
15137,25826,30299
85498,75362,63943
2768,19020,96501
44818,5450,99811
68574,42871,61140
13867,89960,39896
7962,97558,24639
92214,88491,44870
63395,67667,36129
88048,65984,77100
29665,82556,97622
47305,26856,32849
22798,92741,68600
71201,31763,67225
95274,73952,63398
22408,90633,89539
54992,83478,72843
2628,11261,22935
69559,55557,97315
77296,28940,49880
42785,98770,42233
9646,5685,61557
48511,77595,7659
80770,97633,53880
78612,38969,4107
63186,64546,21748
99621,34235,72380
18333,4451,1
78829,57206,83002
27301,84979,89531
23661,80711,86255
56722,11066,33346
70142,42725,15377
91618,86629,9151
59426,83573,33127
92726,94210,21997
95008,43096,95763
40971,12355,35653
23340,84571,44437
83036,57988,11369
56581,21680,81507
50691,3808,81025
94377,84165,65945
75092,95290,26927
47257,44094,18410
13236,38586,87348
98246,48272,1680
37515,85186,67289
40037,63292,91393
46476,87111,32181
78088,13941,41748
57613,39606,48498
22837,97031,33205
72588,29582,99897
63746,71072,64583
77844,83907,81848
53197,4652,46848
20510,2342,70707
3201,75892,77237
81792,66524,79349
72425,10778,37977
42364,21576,52944
21243,35664,31735
59719,20187,61024
64964,4425,74492
33539,92295,79031
90497,37991,50274
8743,86638,65477
73194,66410,23655
44297,8833,50376
90727,97932,51793
75382,88975,39457
16456,98768,95515
19700,86377,34596
14272,10830,4360
81709,66700,29535
38399,32510,47008
87794,74441,25669
45614,34186,44023
35643,22579,96087
10304,46129,13590
10911,71908,64120
90615,99716,99593
57001,56935,73523
59913,22870,59864
59934,28745,18529
21175,78645,13118
20314,58443,26168
46932,54525,74386
45648,25300,17281
55159,35662,26625
54874,57341,77991
6261,78131,65706
2704,30957,90220
15627,48769,79196
58663,5251,87611
85561,15041,22831
80937,85744,46132
97059,51170,77449
69758,45516,68968
57583,9205,64743
56597,10771,78975
30746,74973,92709
29373,80345,95711
85376,20759,30617
54731,62102,83540
88254,71112,28223
85334,65082,81986
38205,61235,75773
62006,99961,50661
64261,43057,80503
29308,15230,37739
19480,77040,24534
67987,35463,1992
59590,60121,97665
63264,58874,49367
8169,34840,33824
33347,48341,12742
21231,75413,41245
37351,27639,18572
49119,29654,37166
70038,92981,90934
61715,29162,57797
2369,78558,89350
41050,66450,69170
62169,50991,34195
78859,71404,50813
58663,6779,1773
40827,50002,97194
74011,37939,93719
86327,51211,42833
41320,4575,64026
23879,20175,95478
11169,13543,12246
83505,40768,29746
64098,59680,24626
49903,53792,3521
86088,79238,14431
81880,50867,44195
5313,59442,34106
84438,6044,85195
14618,17991,58164
36635,44724,69714
84843,75188,235
16570,19030,98080
46791,48394,71782
33045,25415,31252
78123,71801,89123
4471,90766,48668
34050,31269,20956
53939,610,47360
89267,3631,93682
29075,81442,32807
14221,1537,59774
17875,69413,73413
58823,82218,53979
64863,65290,81234
73190,62992,11210
68655,18826,19544
82712,1062,55063
271,94506,66110
22788,7823,4188
10656,11300,59656
37081,74897,66990
90919,78444,99659
33185,27323,27714
96300,25762,94154
31625,47259,9867
80881,47224,23597
26473,3828,80267
61729,28797,16304
92616,71823,90719
22113,37881,55799
88119,96792,26670
83603,83097,5110
20935,16262,46769
93694,35603,16397
83007,6142,80101
58423,90103,13068
92779,37742,54860
81581,53227,7379
29382,42473,89003
7975,57239,4263
18313,83524,28577
54601,21317,88207
53260,69880,20885
27602,15516,40291
64950,2275,81844
87740,42570,19281
89388,75061,64102
37525,31884,40917
85921,5266,62537
91969,73701,40734
37200,12979,42985
83843,42000,95171
10130,12720,16132
44946,26426,23020
60875,87870,49989
30693,52241,79185
57643,95365,68095
31385,87386,7472
36490,64665,82936
18652,84512,27565
38447,72982,54625
56263,93587,62926
85675,82893,38093
55363,70043,39769
58620,21914,77185
69361,8606,46487
21985,53758,40044
49420,87282,44543
59696,49542,29909
13049,31323,29745
27852,85110,32428
22859,86485,21640
86290,39406,38730
39419,4652,33532
